"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","JENNINGS","079","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","JENNINGS","079","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","55","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","JENNINGS","079","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","5","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","OHIO","115","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","OHIO","115","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","12","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","OHIO","115","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","12","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","16","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","97","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","101","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","17","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SCOTT","143","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SCOTT","143","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","32","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SCOTT","143","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SCOTT","143","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","36","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SCOTT","143","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","8","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","63","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","5","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","69","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHEAST","90","SWITZERLAND","155","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","12","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","195","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (400 TO 3,199 HEAD)","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","8","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","208","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DAVIESS","027","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","18","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","22","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100,000 OR MORE HEAD)","2","4.9"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","34","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","DUBOIS","037","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GIBSON","051","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","20","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GIBSON","051","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GIBSON","051","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","22","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","10","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","87","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (400 TO 3,199 HEAD)","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","101","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","GREENE","055","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","13","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","KNOX","083","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","KNOX","083","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","19","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","KNOX","083","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","KNOX","083","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","25","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","KNOX","083","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","12","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","MARTIN","101","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","14","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","MARTIN","101","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","14","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","PIKE","125","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","9","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","PIKE","125","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","PIKE","125","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","PIKE","125","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","12","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","PIKE","125","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","POSEY","129","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","POSEY","129","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","22","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","POSEY","129","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","8","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","POSEY","129","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","30","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","34","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","39","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SPENCER","147","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","4","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","26","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","31","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","SULLIVAN","153","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","VANDERBURGH","163","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","VANDERBURGH","163","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","17","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","VANDERBURGH","163","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","VANDERBURGH","163","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","21","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","VANDERBURGH","163","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","WARRICK","173","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","WARRICK","173","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","41","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","WARRICK","173","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","1","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","WARRICK","173","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","42","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","SOUTHWEST","70","WARRICK","173","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","CLAY","021","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","CLAY","021","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","23","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","CLAY","021","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","CLAY","021","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","25","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","CLAY","021","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","19","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","23","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","FOUNTAIN","045","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","2","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","28","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","4","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (400 TO 3,199 HEAD)","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","9","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","44","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","MONTGOMERY","107","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","19","73.8"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (1 TO 49 HEAD)","112","60.3"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (100 TO 399 HEAD)","5","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","INVENTORY","INVENTORY: (50 TO 99 HEAD)","3","(H)"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","120","54.5"
"CENSUS","2017","END OF DEC","","COUNTY","INDIANA","18","WEST CENTRAL","40","OWEN","119","","","00000000","","CHICKENS","CHICKENS, PULLETS, REPLACEMENT - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","18","(H)"
